k[1/Mpc], k[h/Mpc], Delta2_lin, Delta2_nl, Delta2_nl_30
8.250081315406303977e-04,1.216646706297935983e-03,4.259924884571472722e-07,4.256358049780782260e-07,4.256358041102424672e-07
8.326456741785073128e-04,1.227909857216497990e-03,4.416642996727698178e-07,4.412910822369455659e-07,4.412910813291334519e-07
8.403539216437855503e-04,1.239277277162344074e-03,4.579101274994672045e-07,4.575196118801939183e-07,4.575196109280768460e-07
8.481335284889632503e-04,1.250749931409767240e-03,4.747508796935609518e-07,4.743422664631664155e-07,4.743422654643970978e-07
8.559851553260841052e-04,1.262328794169125488e-03,4.922082170436894059e-07,4.917806699617570668e-07,4.917806689178804389e-07
8.639094688828295341e-04,1.274014848669561238e-03,5.103045594144663808e-07,5.098572037614443502e-07,5.098572026717589099e-07
8.719071420591361548e-04,1.285809087242495300e-03,5.290631237030362877e-07,5.285950445288681323e-07,5.285950433889648615e-07
8.799788539843392005e-04,1.297712511405897575e-03,5.485079615044822302e-07,5.480182017894717036e-07,5.480182005940201180e-07
8.881252900748345122e-04,1.309726131949320816e-03,5.686639887435088703e-07,5.681515474757223059e-07,5.681515462218724572e-07
8.963471420922884854e-04,1.321850969019744068e-03,5.895570207516658083e-07,5.890208509130049844e-07,5.890208496027241067e-07
9.046451082023737470e-04,1.334088052208190012e-03,6.112138319120345257e-07,6.106528383467180644e-07,6.106528369790562102e-07
9.130198930340566914e-04,1.346438420637157633e-03,6.336621752863270729e-07,6.330752124852755491e-07,6.330752110545942319e-07
9.214722077394347068e-04,1.358903123048863914e-03,6.569308052742286657e-07,6.563166750699248981e-07,6.563166735694331371e-07
9.300027700541178876e-04,1.371483217894289581e-03,6.810495133971852442e-07,6.804069625535667695e-07,6.804069609796474163e-07
9.386123043581832059e-04,1.384179773423069000e-03,7.060491644399384680e-07,7.053768821334637515e-07,7.053768804886214826e-07
9.473015417376797831e-04,1.396993867774192150e-03,7.319617289134794189e-07,7.312583441053635661e-07,7.312583423884601810e-07
9.560712200467121492e-04,1.409926589067559419e-03,7.588203256538661066e-07,7.580844043398945855e-07,7.580844025439122045e-07
9.649220839700988882e-04,1.422979035496385342e-03,7.866592653870889335e-07,7.858893077198740640e-07,7.858893058363454280e-07
9.738548850866023338e-04,1.436152315420442804e-03,8.155140932230918016e-07,8.147085305035345467e-07,8.147085285279278178e-07
9.828703819327524061e-04,1.449447547460186317e-03,8.454216304808322213e-07,8.445788220150972751e-07,8.445788199505004177e-07
9.919693400672615572e-04,1.462865860591743743e-03,8.764200069083383639e-07,8.755382367358034630e-07,8.755382345807267579e-07
1.001152532136026160e-03,1.476408394242775595e-03,9.085487142013697613e-07,9.076261876673602331e-07,9.076261854130150782e-07
1.010420737937740366e-03,1.490076298389235096e-03,9.418486601050462099e-07,9.408835002723975728e-07,9.408834979082064325e-07
1.019774744490116458e-03,1.503870733653025300e-03,9.763622186056849261e-07,9.753524625037704558e-07,9.753524600241111489e-07
1.029215346096707491e-03,1.517792871400541798e-03,1.012133282100184349e-06,1.011076876803861288e-06,1.011076874212589508e-06
1.038743344414361355e-03,1.531843893842149132e-03,1.049207316628361559e-06,1.048102115157845984e-06,1.048102112453039602e-06
1.048359548521296102e-03,1.546024994132570544e-03,1.087631416760291910e-06,1.086475173796324193e-06,1.086475170966933665e-06
1.058064774985797160e-03,1.560337376472197566e-03,1.127454362552485970e-06,1.126244729958370618e-06,1.126244726991143053e-06
1.067859847935560737e-03,1.574782256209350658e-03,1.168726679137320803e-06,1.167461201278482637e-06,1.167461198166368604e-06
1.077745599127678420e-03,1.589360859943486810e-03,1.211500697782414554e-06,1.210176806635073972e-06,1.210176803382910665e-06
1.087722868019259503e-03,1.604074425629345825e-03,1.255830616020842517e-06,1.254445626063845878e-06,1.254445622669185159e-06
1.097792501838717929e-03,1.618924202682079120e-03,1.301772565483056620e-06,1.300323668356923965e-06,1.300323664805924893e-06
1.107955355657717997e-03,1.633911452083347581e-03,1.349384681679091477e-06,1.347868940602232198e-06,1.347868936878315161e-06
1.118212292463781430e-03,1.649037446488396067e-03,1.398727174615552552e-06,1.397141518548547407e-06,1.397141514642920627e-06
1.128564183233561873e-03,1.664303470334112592e-03,1.449862401329358983e-06,1.448203618876664866e-06,1.448203614795355829e-06
1.139011907006817195e-03,1.679710819948115538e-03,1.502854938314119899e-06,1.501119671354596376e-06,1.501119667094458356e-06
1.149556350961046828e-03,1.695260803658821432e-03,1.557771661290237688e-06,1.555956398318762878e-06,1.555956393862446733e-06
1.160198410486825826e-03,1.710954741906541400e-03,1.614681827364308037e-06,1.612782896531947533e-06,1.612782891858706039e-06
1.170938989263839740e-03,1.726793967355610884e-03,1.673657158671357236e-06,1.671670720512207286e-06,1.671670715611056330e-06
1.181778999337624670e-03,1.742779825007557352e-03,1.734771928204892527e-06,1.732693968036487936e-06,1.732693962914944725e-06
1.192719361197008355e-03,1.758913672315304960e-03,1.798103045184267910e-06,1.795929365171291173e-06,1.795929359825339923e-06
1.203761003852276811e-03,1.775196879298446707e-03,1.863730149711609569e-06,1.861456360570186129e-06,1.861456354978080541e-06
1.214904864914066089e-03,1.791630828659587131e-03,1.931735710176932703e-06,1.929357222504031343e-06,1.929357216639828279e-06
1.226151890672973069e-03,1.808216915901744498e-03,2.002205122248890275e-06,1.999717137462299048e-06,1.999717131312279115e-06
1.237503036179913923e-03,1.824956549446857127e-03,2.075226810415858558e-06,2.072624311288524046e-06,2.072624304862054582e-06
1.248959265327227210e-03,1.841851150755385857e-03,2.150892328893774912e-06,2.148170069669866884e-06,2.148170062961801741e-06
1.260521550930515525e-03,1.858902154447007000e-03,2.229296473668808534e-06,2.226448969733175255e-06,2.226448962716271311e-06
1.272190874811257371e-03,1.876111008422441098e-03,2.310537397730954463e-06,2.307558914812841591e-06,2.307558907454653673e-06
1.283968227880183171e-03,1.893479173986407742e-03,2.394716728136907876e-06,2.391601271029977085e-06,2.391601263313393009e-06
1.295854610221411308e-03,1.911008125971702101e-03,2.481939685957434981e-06,2.478680986736160928e-06,2.478680978672812152e-06
1.307851031177374550e-03,1.928699352864436537e-03,2.572315204964707861e-06,2.568906710682185164e-06,2.568906702265492783e-06
1.319958509434534469e-03,1.946554356930444481e-03,2.665956064396846629e-06,2.662390924227692008e-06,2.662390915423543463e-06
1.332178073109875193e-03,1.964574654342833137e-03,2.762979025361311320e-06,2.759250077166118040e-06,2.759250067933946382e-06
1.344510759838210947e-03,1.982761775310737037e-03,2.863504969143017183e-06,2.859604725432438481e-06,2.859604715750911610e-06
1.356957616860300468e-03,2.001117264209261847e-03,2.967659039269887720e-06,2.963579672543178347e-06,2.963579662426758502e-06
1.369519701111773053e-03,2.019642679710622300e-03,3.075570783923756172e-06,3.071304111360593695e-06,3.071304100800851629e-06
1.382198079312869921e-03,2.038339594916486856e-03,3.187374311616380642e-06,3.182911779081637994e-06,3.182911768035848094e-06
1.394993828059041445e-03,2.057209597491581332e-03,3.303208451367283481e-06,3.298541116699423394e-06,3.298541105116898785e-06
1.407908033912359715e-03,2.076254289798495131e-03,3.423216916025050636e-06,3.418335431579736711e-06,3.418335419433802631e-06
1.420941793493775678e-03,2.095475289033734735e-03,3.547548469134368944e-06,3.542443063553446453e-06,3.542443050862055766e-06
1.434096213576257096e-03,2.114874227365074345e-03,3.676357088135611508e-06,3.671017547321376478e-06,3.671017534073750689e-06
1.447372411178761550e-03,2.134452752070139462e-03,3.809802150655923996e-06,3.804217797890036396e-06,3.804217784032718834e-06
1.460771513661086570e-03,2.154212525676281551e-03,3.948048625388322924e-06,3.942208300559905046e-06,3.942208286029602019e-06
1.474294658819604031e-03,2.174155226101760676e-03,4.091267264675307977e-06,4.085159302586057269e-06,4.085159287349517652e-06
1.487942994983881438e-03,2.194282546798232217e-03,4.239634802502646148e-06,4.233247010210121384e-06,4.233246994289606897e-06
1.501717681114184003e-03,2.214596196894534630e-03,4.393334154210675676e-06,4.386653787375360998e-06,4.386653770757068393e-06
1.515619886899893754e-03,2.235097901341828123e-03,4.552554632284668298e-06,4.545568370462821742e-06,4.545568353079819322e-06
1.529650792858839366e-03,2.255789401060078608e-03,4.717492168444819043e-06,4.710186089282180623e-06,4.710186071055429202e-06
1.543811590437531083e-03,2.276672453085873925e-03,4.888349540681359219e-06,4.880709092963472948e-06,4.880709073851432337e-06
1.558103482112338251e-03,2.297748830721631306e-03,5.065336604535314476e-06,5.057346580049894305e-06,5.057346560080063428e-06
1.572527681491603813e-03,2.319020323686187424e-03,5.248670516691077685e-06,5.240315020876011953e-06,5.240315000030754738e-06
1.587085413418688621e-03,2.340488738266758000e-03,5.438575995416163556e-06,5.429838416692993759e-06,5.429838394888671630e-06
1.601777914075985885e-03,2.362155897472328122e-03,5.635285586618388348e-06,5.626148564358247287e-06,5.626148541496255447e-06
1.616606431089896451e-03,2.384023641188462439e-03,5.839039930990855036e-06,5.829485322065757452e-06,5.829485298094328633e-06
1.631572223636762941e-03,2.406093826333524383e-03,6.050088038265563375e-06,6.040096882126487754e-06,6.040096857079597296e-06
1.646676562549798323e-03,2.428368327016366870e-03,6.268687562570087263e-06,6.258240044801560469e-06,6.258240018656565486e-06
1.661920730427005879e-03,2.450849034695481033e-03,6.495105102247814687e-06,6.484180516507053984e-06,6.484180489159378942e-06
1.677306021740079941e-03,2.473537858339595625e-03,6.729616507954852373e-06,6.718193216227697981e-06,6.718193187554269840e-06
1.692833742944334667e-03,2.496436724589786924e-03,6.972507196934252781e-06,6.960562588041588607e-06,6.960562557977819411e-06
1.708505212589644376e-03,2.519547577923085709e-03,7.224072473601149016e-06,7.211582919887239160e-06,7.211582888474952008e-06
1.724321761432408024e-03,2.542872380817590410e-03,7.484617842387987269e-06,7.471558654545075771e-06,7.471558621755369897e-06
1.740284732548540419e-03,2.566413113919098141e-03,7.754459366134359990e-06,7.740804746020854508e-06,7.740804711723084399e-06
1.756395481447540260e-03,2.590171776209320396e-03,8.033924032324933908e-06,8.019647023696556965e-06,8.019646987737333424e-06
1.772655376187584706e-03,2.614150385175614908e-03,8.323350122199853104e-06,8.308422559279693805e-06,8.308422521578486022e-06
1.789065797491687761e-03,2.638350976982285247e-03,8.623087587649523969e-06,8.607480041451760029e-06,8.607480002059923611e-06
1.805628138864968446e-03,2.662775606643516275e-03,8.933498421261219230e-06,8.917180143608014235e-06,8.917180102488566029e-06
1.822343806712967400e-03,2.687426348197857837e-03,9.254957075571482695e-06,9.237895940635281684e-06,9.237895897625032323e-06
1.839214220461071964e-03,2.712305294884341262e-03,9.587850891721033387e-06,9.570013334992716838e-06,9.570013289900587548e-06
1.856240812675051272e-03,2.737414559320234739e-03,9.932580532529052217e-06,9.913931487118874764e-06,9.913931439844365085e-06
1.873425029182709594e-03,2.762756273680444519e-03,1.028956042439934907e-05,1.027006325456632373e-05,1.027006320517249696e-05
1.890768329196648809e-03,2.788332589878555860e-03,1.065921919043849360e-05,1.063883562227527167e-05,1.063883557071470413e-05
1.908272185438184259e-03,2.814145679749570968e-03,1.104200014260667062e-05,1.102069019167100838e-05,1.102069013774012755e-05
1.925938084262407901e-03,2.840197735234342626e-03,1.143836178445167344e-05,1.141608368022297374e-05,1.141608362368373457e-05
1.943767525784391827e-03,2.866490968565686172e-03,1.184877831862168266e-05,1.182548842566887518e-05,1.182548836639599812e-05
1.961762024006578117e-03,2.893027612456242244e-03,1.227374016326601579e-05,1.224939289900146087e-05,1.224939283707198186e-05
1.979923106947346564e-03,2.919809920288079022e-03,1.271375445243997314e-05,1.268830220138156374e-05,1.268830213673477254e-05
1.998252316770756602e-03,2.946840166304020951e-03,1.316934561633373325e-05,1.314273864059725813e-05,1.314273857297928372e-05
2.016751209917508076e-03,2.974120645800778541e-03,1.364105597230834508e-05,1.361324231818365277e-05,1.361324224729830298e-05
2.035421357237112219e-03,3.001653675323864064e-03,1.412944631875647356e-05,1.410037171923340430e-05,1.410037164492457942e-05
2.054264344121269764e-03,3.029441592864281878e-03,1.463509654050914432e-05,1.460470431359680839e-05,1.460470423595836645e-05
2.073281770638503701e-03,3.057486758057076631e-03,1.515860620146851167e-05,1.512683714419932614e-05,1.512683706315355356e-05
2.092475251670035397e-03,3.085791552381706836e-03,1.570059521917786230e-05,1.566738749697952889e-05,1.566738741220992842e-05
2.111846417046900175e-03,3.114358379364253349e-03,1.626170455290439326e-05,1.622699358415869442e-05,1.622699349529691516e-05
2.131396911688354830e-03,3.143189664781528662e-03,1.684259689778900057e-05,1.680631523340709761e-05,1.680631514025849137e-05
2.151128395741557994e-03,3.172287856867066647e-03,1.744395738896500705e-05,1.740603458679533405e-05,1.740603448947382339e-05
2.171042544722544612e-03,3.201655426519015718e-03,1.806649427661730548e-05,1.802685677058506411e-05,1.802685666899111927e-05
2.191141049658486273e-03,3.231294867509933687e-03,1.871093972360400148e-05,1.866951068713524326e-05,1.866951058087482112e-05
2.211425617231312438e-03,3.261208696698587525e-03,1.937805061505846996e-05,1.933474981857431440e-05,1.933474970718982065e-05
2.231897969922620999e-03,3.291399454243652649e-03,2.006860936829062093e-05,2.002335303057788620e-05,2.002335291382663235e-05
2.252559846159940624e-03,3.321869703819408000e-03,2.078342475203116905e-05,2.073612538526952212e-05,2.073612526328893758e-05
2.273413000464355720e-03,3.352622032833439941e-03,2.152333266355178250e-05,2.147389891189341679e-05,2.147389878455602309e-05
2.294459203599500102e-03,3.383659052646364931e-03,2.228919706438345724e-05,2.223753353550251532e-05,2.223753340231821583e-05
2.315700242721908941e-03,3.414983398793553643e-03,2.308191092726964147e-05,2.302791801662489466e-05,2.302791787702580120e-05
2.337137921532784091e-03,3.446597731208942382e-03,2.390239717948563288e-05,2.384597088706859612e-05,2.384597074075237214e-05
2.358774060431163659e-03,3.478504734450912298e-03,2.475160966295908440e-05,2.469264140224424763e-05,2.469264124937635256e-05
2.380610496668487605e-03,3.510707117930227713e-03,2.563053407200888411e-05,2.556891047091131022e-05,2.556891031132835478e-05
2.402649084504618771e-03,3.543207616140124638e-03,2.654018902402618138e-05,2.647579171728028677e-05,2.647579155037266813e-05
2.424891695365304599e-03,3.576008988888518692e-03,2.748162714899158614e-05,2.741433256162552123e-05,2.741433238668862995e-05
2.447340218001076931e-03,3.609114021532335449e-03,2.845593618720679529e-05,2.838561530880395604e-05,2.838561512546091667e-05
2.469996558647643246e-03,3.642525525214043887e-03,2.946424010197916965e-05,2.939075825139266516e-05,2.939075805984106337e-05
2.492862641187766279e-03,3.676246337100377761e-03,3.050770014885054925e-05,3.043091672917833549e-05,3.043091652920924554e-05
2.515940407314613391e-03,3.710279320623231444e-03,3.158751613284504838e-05,3.150728437586650501e-05,3.150728416672300469e-05
2.539231816696648110e-03,3.744627365722825660e-03,3.270492768226967019e-05,3.262109438195867438e-05,3.262109416276786576e-05
2.562738847144043017e-03,3.779293389093117510e-03,3.386121552371933424e-05,3.377362075847857933e-05,3.377362052877187022e-05
2.586463494776612693e-03,3.814280334429453502e-03,3.505770276241468135e-05,3.496617960565634670e-05,3.496617936566856851e-05
2.610407774193321782e-03,3.849591172678545371e-03,3.629575606511890228e-05,3.620013028408621886e-05,3.620013003355050202e-05
2.634573718643364731e-03,3.885228902290760455e-03,3.757678715259180660e-05,3.747687689420697133e-05,3.747687663218365813e-05
2.658963380198815438e-03,3.921196549474731397e-03,3.890225429748046072e-05,3.879786976078323314e-05,3.879786948619060152e-05
2.683578829928863312e-03,3.957497168454303382e-03,4.027366380142894997e-05,4.016460689623237629e-05,4.016460660848305295e-05
2.708422158075712936e-03,3.994133841727935154e-03,4.169257148203277095e-05,4.157863547332908981e-05,4.157863517269457253e-05
2.733495474232060587e-03,4.031109680330423675e-03,4.316058406539034482e-05,4.304155320332486115e-05,4.304155288946143074e-05
